Name,16_Avenue_Tiled_Steps,California_Academy_of_Sciences,Alcatraz_Island,Cable_Cars,Exploratorium,or5-Golden_Gate_Bridge,Golden_Gate_Park,Lands_End,Oracle_Park,Palace_of_Fine_Arts_Theatre,Twin_Peaks,Walt_Disney_Family_Museum,Ferry_Building_Marketplace,Lombard_Street,San_Francisco_Museum_of_Modern_Art_SFMOMA,Coit_Tower,Legion_of_Honor,San_Francisco_Bay,Pier_39,or1395-Museum_of_Ice_Cream,San_Francisco_Botanical_Garden,De_Young_Museum,Cable_Car_Museum,Presidio_of_San_Francisco,Baker_Beach,Angel_Island_State_Park,Mission_Dolores_Park,Fisherman_s_Wharf,Japanese_Tea_Garden,Ghirardelli_Square,Chinatown,Union_Square,Painted_Ladies,Haight_Ashbury
TravelJunkieABC,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
ebcnaz,,,,,,,,,,50,,,,,,,,,,,,,40,,,,,,,,,,40,
kayaker12,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
LAtoEverywhere,,,,,,,,,,40,,,,,50,,50,,,,50,40,,50,,,,,50,,,,,
fur312,,,,,,,,,,50,,,,,,40,,,,,,,,,,,,,,,,,,
Sweetukrop,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
345jt,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
DNLeeper,,,,,,,,,,50,,,,,,40,,,,,,,,,,,,,,,,,,
shanekidd206,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
Cynea2010,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
rhonhagedorn,,,,,,,,,,40,,40,,,,,,,,,,,,,,,,,,,,,,
Rayint,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
Gizmocrystal,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,
SydneyVaughn,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
davetpersonal,,,,,,,,,,40,,,,,,,,,,,,,50,,,,,,,,,,,
kylew903,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
patton1224,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
Sares84,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,
LifeScientist,,,,,,,,,,40,,,,,,30,,,,,,,,40,,,,,,,,,,
PeterTravelAdvisor,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
Apollo_Diablo,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
vimo2015,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
KateHarnden,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
EricaHahn,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,50,,,,,
Bapsy3732,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
Lisamad6,,,,,,,,,,50,,50,,,,,,,,,,,,,,,,,,,,,,
PDXvoyager,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
aardvarkmarc,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
thefamilythattravels,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
SybleM,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,50,20,,,,
andref573,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
Rajeev_Noida,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
huira1004,,,,,,,,,,40,,,,,,,,,,,,,,,,,50,,,,,,,
judybh3ah,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,40,,,,
adaraymond,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
I5787BOadamm,,,,,,,,,,50,,,,,,,,,,,50,,,,,,,,,,,,,
788debis,,,,,,,,,,40,,50,,,,50,,,,,,,,,,,,,,,,,,
tisti2015,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
jomw1,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
edwardseco,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
sarook_am,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
andrea2359,,,,,,,,,,30,,,,,,,,,,,,,,50,,,,,,,,,,
RobSwindon69,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,10,,
JordanN159,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
EscapingHeat,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
3legs3,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
Spectre13,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
PeepJC,,,,,,,,,,50,,50,,,,,,,,,,,,,,,,,,,,,,
Cynsu1,,,,,,,,,,40,,,,,,40,,,,,,,,,,,,,,,,,,
labexprment,,,,,,,,,,50,,,,,,,,,,,,,,50,,,,,,,,,,
marietang79,,,,,,,,,,40,,50,,,,,,,,,,,,50,,,,,,,,,30,
kanicon,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
roal,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
LoreleiD576,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,50
RockiM,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
pearcem52,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
hikertica,,,,,,,,,,50,,,,,,,,,,,,,,50,,,,,,,,,,
mizzelle,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
anniedutch13,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
508lorraines,,,,,,,,,,30,,50,,,,,,,,,,,,,,,,,,,,,,
Belgo96,,,,,,,,,,40,,,,,,40,,,,,,40,,50,,,,,,40,,30,50,
toddp337,,,,,,,,,,50,,,,,,30,20,,,,,,,,,,,,,,,,,
cookitcz,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
jamesv41,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
itwasfunwhileitlaste,,,,,,,,,,50,,,,,,,,,,,,,50,,,,,,,,,,,
Sweetlassie2014,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,30
bigstu1207,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
EWiner,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
414borisb,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
elijayne,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
747lestern,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
rolloutthebarrel,,,,,,,,,,50,,,,,,,,,,,,,50,,,,,,,,,,,
MenthiaC,,,,,,,,,,40,,,,,,,,50,,,,,,50,,,,,50,40,,,,
NORman0762,,,,,,,,,,50,,,,,,,,,,,,,,,30,,,,,,,,,
Alewkap,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,40,,
huckk,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
Americanflygirl,,,,,,,,,,50,,50,,,,,,,,,,,,,,,,,,,,,,
lushlynda,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
Evisons,,,,,,,,,,50,,,,,,40,,,,,,,,,,,,,,,,,,
448glauberp,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
Cormick026,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
164michaelm164,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
sallyd110,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,
AngellicaM,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,
679geraldg,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,50,,,,
coachdevito,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
Ekasspi,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
843christopherb,,,,,,,,,,40,,,,,,40,,,,,,,,,,,,,,,,,,
Crichey,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,
Donna48315,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,
Adelaide_girl_SA,,,,,,,,,,50,,,,,,40,,,,,,,,,,,,,,30,,30,,
theharrogatelady,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
darlis73,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
NancyG486,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
BeschP,,,,,,,,,,50,,,,,,,50,,,,,,,,,,,,,,,,,
francesm117,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
swan88,,,,,,,,,,40,,,,,,,50,,,,,,,,,,,,,,,,,
Wellwhynot1,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
Tassie123,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
548janessar,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
LenCNY,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
journeY34109,,,,,,,,,,50,,,,,,,,,,,,50,,,,,,,,,,,,
shepromance,,,,,,,,,,50,,50,,,,,,,,,,,,,,,,,50,50,,,,
slowbutigo,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
ColinandJane,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
isaacmanila,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
434clarar,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
506tamaraw,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
mag125,,,,,,,,,,50,,,,,,,,,,,50,,,,,,,,,,,,,
Mandabeth,,,,,,,,,,40,,,,,,,,,,,,,,,,,20,,,,,,,
Pannuka,,,,,,,,,,50,,,,,,,,,,,,,,,50,,,,,,,,,
yogendrar740,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
mikesmeals,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
PhillieEm,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
556carriey,,,,,,,,,,50,,,,,,,50,,,,50,,,,,50,,,40,50,,,,
nwaynesworld,,,,,,,,,,40,,,,,,40,,,,,,,30,30,,,,,,50,,40,30,
pochyama,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
jaquelinebaker,,,,,,,,,,50,,,,,,,,,,,,,,50,,,,,,,,,,
e125angel,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
918jc,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
williewonker65,,,,,,,,,,50,50,,,,,,,,,,,,,50,,,,,,,,,,
GregW183,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
Q6483RTmichaelb,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
nick203ct,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
audreyh820,,,,,,,,,,40,,,,,,,40,,,,,,,,,,,,,,,,,
JacqSV,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
dmrbay,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,50,,,,,
swingdrummer,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,40,,,,30
Elaine476,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
Pedro_ASC,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
RF15,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
dramady,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
sphynxtraveler,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
Brit_travellerUK,,,,,,,,,,50,,,,,,,,,,,,40,,,,,,,30,,,,,
mamadelicor,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
asia_short_tripper,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
7cassiek,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
Redtraveller_50,,,,,,,,,,50,,,50,,,,,50,,,,,,,,,,,,,,,,
MGN777,,,,,,,,,,40,,,,,40,50,50,,,,,50,,,,,,,30,,,,,
bruiseytraveller,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
M8169RRpaull,,,,,,,,,,50,,50,,,,,,,,,,,,,,,,,,,,,,
LozW1957,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
TreksWithCubs,,,,,,,,,,40,,,,,,,,,,,,,40,,40,,,,,,,,,
Ruthiewilson104,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
TJFLG42,,,,,,,,,,50,,,,,50,,50,,,,,50,,,,,,,,,,,,
disneydadoz,,,,,,,,,,40,,50,,,,,,,,,,,,,,,,,,,,,,
ChrisVA2015,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
krystalxpink,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
564jime,,,,,,,,,,50,,,,,,,,,,,30,,,,,,,,,,,,,
jaysonc166,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,20
earlofsodbury,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
Melsaintg,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
Jasmine0614,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,50,,
514christh,,,,,,,,,,50,,,,,,,40,,,,,,,,,,,,,,,,,
JornTv,,,,,,,,,,50,,,,,,50,,,,,,,,,,,,,,,,,,
selig1,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
marshabc2015,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
MissDCWilson,,,,,,,,,,50,,,,,,,,,,,50,,50,50,,,,,50,50,,,,
MARKL455,,,,,,,,,,40,,,,,,40,,,,,,40,50,40,,,,,,,,,,
114oliviah,,,,,,,,,,40,,50,,,,,,,,,,,,,,,,,,,,,,
505kentl,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
RJC6464,,,,,,,,,,40,,40,,,,,,,,,,,40,,,,,,50,,,,,
PrincipalMember,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
knewks,,,,,,,,,,50,,,,,,30,,,,,,,,,,50,,,,,,,,
germarandi,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
LeFee,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
TheaGertrude18,,,,,,,,,,50,,50,,,,,,,,,,,,,,,,,,,,,,
AndrewMDavies,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
jinmins2,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
339houstonn,,,,,,,,,,40,,,,,,40,40,,,,,,50,40,,40,,,20,30,,,50,40
Picard477,,,,,,,,,,50,,,,,,,,,,,,,,40,,,,,,,,,,
rprr02,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
johnS8708HU,,,,,,,,,,50,,,,,,40,50,,,,40,,50,50,,,40,,,,,,,
KelloggTraveler,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
F4537THerich,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
kymberlynicole,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
889marlenaj,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
hiteshkumarv,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
Krishnaz,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
johnnnita,,,,,,,,,,40,,,,,50,,,,,,,,,,,,,,,,,,,
leisureloverDallasTx,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
jacqjanzen,,,,,,,,,,20,,,,,,,,,,,40,,,,,,,,,40,,,,
markg425,,,,,,,,,,50,,,,,,,,,,,,,,50,,,,,,,,,,
LucileneM,,,,,,,,,,30,,,,,,,,,,,,,30,,,,,,,,,,,
rhodaj28,,,,,,,,,,50,,50,,,,,,,,,,,,50,,,,,,,,,,
jotsaibr,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
308chrisy,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
GJTravel,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
829lynnt,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
clifton686,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
alanmA4303KT,,,,,,,,,,50,,,,,,,,,,,,,,50,,,,,,,,,,
Aruac0,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
onemoreholiday,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
KeithG920,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
altapess,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
kayak0036,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
433cristyl,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
Hunaryson,,,,,,,,,,50,,,,,,,50,,,,,,40,50,,,,,,,,,,
502MikeB,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
Tinghua,,,,,,,,,,40,,50,,,,,,,,,,,,50,,,,,,,,,,
alexpG1436XK,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,50,30,
dudegr,,,,,,,,,,50,,,,,,30,,,,,,,,,,,,,40,,,,,
Rebek81,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
KJayne19,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,50,,,,
Afranco17,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
mookix,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
791rishavg,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,
AraV_13,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
lamcgee,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
racheltF6199YH,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
RyantC,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
75kevani,,,,,,,,,,30,,,,,,,,,,,,,,30,,,,,,,,,,
Campinggrl18,,,,,,,,,,50,,,,,,,,,,,,,50,50,,,,,,,,,,
adrianar964,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
luxiouzzdoll,,,,,,,,,,50,,,,,,,,,,,,,,,50,,,,,,,,,
NEofAZ,,,,,,,,,,50,,30,,,,,,,,,,,,30,,,,,,,,,,
593rajj,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
cassnsyd,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
wyzeguy,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
amyjuneh,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
hotmama848,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
joew775,,,,,,,,,,50,,,,,,,,,,,,,50,,,,,,,,,,,
JAGATPARIKH,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
aphillips61,,,,,,,,,,50,,,,,50,,,,,,,50,,,,,,,,,,,,
CarlosRDC,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,40,,
jchua143,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
BruceH534,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
V4052AHamyg,,,,,,,,,,50,,50,,,,,,,,,,,,,,,,,,,,,,
venkatesh501,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,40,,,,,
436nicholasm,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
ethank315,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,50,,,,,
BangkokorBust39,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
MokitosTravelbug,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,40,
roxieontheroad,,,,,,,,,,40,,50,,,,,50,,,,,50,,50,,,,,,,,30,,
aalycbyg,,,,,,,,,,40,,40,,,,,,,,,,,,30,,,,,,40,,,30,
DKom,,,,,,,,,,50,,,,,,,,,,,,,,50,,,,,,,,,,
rpalm444,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
AmyGo72,,,,,,,,,,40,,40,,,,,,,,,,,40,40,,,,,,,,,,
962srikanthb,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
CampfireRose,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
cianturyo,,,,,,,,,,50,,50,,,,,50,,,,,,,,,,,,,,,,,
Explorer810569,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
E1718VQandreag,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
smithatnt,,,,,,,,,,40,,50,,,,,50,,,,,40,,,,,,,50,,,,,
KK_M_11,,,,,,,,,,50,,,,,,,,,,,,,,50,,,,,,,,,30,40
beach2sea,,,,,,,,,,40,,,,,,,50,,,,,,,,,,,,,,,,,
Carlosgoseguera,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
MohamedIsmail_INDIA,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
adame622,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
ApplesNYC2010,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
GameServer,,,,,,,,,,50,,,,,,,,,,,,,,50,,,,,,50,,,,
spooky_dooky,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,50,,,,
LadyTravelBug930,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
Choco_robba,,,,,,,,,,50,,40,,,,,,,,,,,,,,,,,,40,,,,
phinm91,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
Merlyn1970,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
BuzzPSU,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
29ccptravel,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
S3653SIsharons,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
Govindraj,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
michellej544,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
trmdwelk,,,,,,,,,,50,,,,,,,,,,,,,,,,50,,,,,,,,
Hot-Tati,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
rbross50,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
Tripre,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,50,,,,,
mysticalbythesea,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
aniamar6,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
GenePaylor,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
hiking-har,,,,,,,,,,50,,,,,,,,,,,,,,50,,,,,,,,,,
rjordan1984,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
kittymermer,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
SequoiaWoking,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
55EmilyM,,,,,,,,,,50,,,,,,,,,,,,50,,,,,,,,,,,,
allisonf965,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
JenninMD,,,,,,,,,,40,,,,,,,,,,,,,,50,,,,,,,,,,
GreggDavis,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
Nelroy,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
164jc,,,,,,,,,,40,,,,,,,50,,,,,,,,,,,,,,,,,
733loup,,,,,,,,,,50,,,,,,,,,,,,,30,,,,,,,,,,,40
G5996PEjamesd,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
Exelcis,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
LizzieOHLondon,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
Miami_FloridaMiamian,,,,,,,,,,50,,,,,,,,,,,,,,50,,,,,,,,,,
577kathyd,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
MickeyH158,,,,,,,,,,50,,,,,30,,50,,,,,,,,,,,,,40,,,,
lucl55,,,,,,,,,,50,,,,,,,,50,,,,,50,,,,,,,,,,,
esme199,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
1drg,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
billybuzzy,,,,,,,,,,50,,,,,,,,,,,,,,50,,,,,,,,,,
leahw1979,,,,,,,,,,30,,,,,50,,,,,,,40,,,,,,,,,,,,
camillem941,,,,,,,,,,50,,50,,,,,,,,,,,,,,,,,,,,,,
Live2Travels,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,30,
WorldTraveller159,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
BocaFAU,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
stevengU3104CH,,,,,,,,,,50,,,,,,,50,,,,,40,,,,,,,,,,,,
TheOneSlayer,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
430judyo,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
nay992,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
890SusanS,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
TFonTA,,,,,,,,,,30,,,,,,,,,,,,,40,30,,,,,,,,,,
CnMBath,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
561mitchellb,,,,,,,,,,50,,,,,,,,,,,,,,,50,,,,,,,,,
MississaugaONT,,,,,,,,,,50,,50,,,,,,,,,,,50,,,,,,,,,,,40
Codyz404,,,,,,,,,,40,,,,,,,,,,,,40,,,,,,,,,,,,
Chezza1216,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,30,,,,,
VENEZUELANMD,,,,,,,,,,50,,,,,,,,,,,,,50,,,,,,,,,,,
Travelingwith4kids,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
Dslp777,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,50,,,,,
aaronp252,,,,,,,,,,50,,,,,,,,,,,,,,,50,,,,,,,50,,
sandyg979,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
cjlulu,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
coodhi,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
JaimeB480,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
Gudbkz,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,40,,,,
BounderBaby,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
Vonschmidt,,,,,,,,,,40,,,,,,,,,,,,,30,40,,,,,40,,,40,40,30
degraves2003,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
johnhY681HP,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
JHDBali,,,,,,,,,,50,,,,,,,,,,,,,50,,,,,,,,,,,
JonHornbuckle,,,,,,,,,,30,,40,,,,,,,,,,,,,,,,,,,,,,
